ADF-SOI | ADF-SOI | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/Airflow_N_ABC_SERVICES/Airflow_Ansible_deployments | Airflow_Ansible_deployments | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/Airflow_N_ABC_SERVICES/Airflow_Autostart_service_jobs | Airflow_Autostart_service_jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/Email_class_alert_test_job | Framework | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/Email_class_alert_test_job/KPD-Framework-Build-Deployment | KPD Airflow Deployments | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/Email_class_alert_test_job/Unused | Unused | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/On-Prem | On-Prem | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/On-Prem/PMUI | PMUI | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Ansible-Framework-deployment/Unused | Unused | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/BenefitLoader | BenefitLoader | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/BMVM - Model Deployments | BMVM - Model Deployments | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/BMVM - Model Deployments/email-text-classifier-model | email-text-classifier-model | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/CDP-AKV-SYNC | CDP-AKV-SYNC | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/CHATBOTS | CHATBOTS | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/CHATBOTS/Dotnet | Dotnet Chatbots | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/CHATBOTS/nodejs | NodeJS Chatbots | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/CHATBOTS/Service | Service | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/ClickToChat | Click To Chat  | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/conv-ai-model | conv-ai-model | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/CosmosDBMonitoring | CosmosDBMonitoring | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/DataBricks | DataBricks | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/ECC | ECC | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Event-Data-Receiver | Event-Data-Receiver | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FHIR | FHIR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit | FitBit | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit/Alerts | Alerts | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit/Ansible_Automation_Jobs | Ansible_Automation_Jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit/Scheduled_Jobs | Scheduled_Jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit/SQLPurging | SQLPurging | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit/Unused | Unused Jobs  | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit/Unused/Fitbit-VulnerablityScan | Fitbit-VulnerablityScan | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/FitBit/VariablePrint | VariablePrint | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/KPD-AKV-SYNC | KPD-AKV-SYNC | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Marketo | Marketo | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Marketo/EPP-Marketo | EPP-Marketo | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Marketo/EPP-Marketo/NewVM | NewVM | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Marketo/EPP-Marketo/OldVM | OldVM | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Marketo/Vision_Essentials | Vision_Essentials | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Marketo/Vision_Essentials/NewVM | NewVM | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Marketo/Vision_Essentials/OldVM | OldVM | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/MedicationExtraction | MedicationExtraction | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Member | Member | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/NEW_MKT | NEW_MKT | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES | OPS_SELF_SERVICE_PIPELINES | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_DEV | DBX_DEV | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_DEV/CCP_IDR | CCP_IDR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_DEV/CCP_LTD_CORE | CCP_LTD_CORE | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_DEV/CDP_IDR | CDP_IDR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_DEV/CDP_LTD_CORE_CAMPAIGN | CDP_LTD_CORE_CAMPAIGN | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_DEV/CURRENT_IDR | CURRENT_IDR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_DEV/RAW_REFINED | RAW_REFINED | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_PROD | DBX_PROD | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_PROD/CCP_IDR | CCP_IDR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_PROD/CCP_LTD_CORE | CCP_LTD_CORE | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_PROD/CDP_IDR | CDP_IDR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_PROD/CDP_LTD_CORE_CAMPAIGN | CDP_LTD_CORE_CAMPAIGN | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_PROD/RAW | RAW | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_PROD/REFINED | REFINED | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_UAT | DBX_UAT | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_UAT/CCP_IDR | CCP_IDR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_UAT/CCP_LTD_CORE | CCP_LTD_CORE | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_UAT/CDP_IDR | CDP_IDR | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_UAT/CDP_LTD_CORE_CAMPAIGN | CDP_LTD_CORE_CAMPAIGN | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/DBX_UAT/RAW_REFINED | RAW_REFINED | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD | PROD | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Airflow_Scheduler_Logs | Airflow_Scheduler_Logs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Airflow_Scheduler_Restart | Airflow_Scheduler_Restart | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Airflow_Worker_Restart | Airflow_Worker_Restart | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/App_Meta_DB | App_Meta_DB | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/ClearAirflowFailures | ClearAirflowFailures | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/CosmosDB_Queries | CosmosDB_Queries | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/CP_and_MAI_Compaction_Analysis | CP_and_MAI_Compaction_Analysis | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/HDFS-Commands | HDFS-Commands | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Hive_Commands | Hive_Commands | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Purge_FILES_KPD_PROD | Purge_FILES_KPD_PROD | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Utils | Utils | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Watcher_Logs | Watcher_Logs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/PROD/Watcher_Restart | Watcher_Restart | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA | QA | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/Airflow_Scheduler_Logs | Airflow_Scheduler_Logs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/Airflow_Scheduler_Restart | Airflow_Scheduler_Restart | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/Airflow_Worker_Restart | Airflow_Worker_Restart | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/App_Meta_DB | App_Meta_DB | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/Delta_Purge_KPD_QA | Delta_Purge_KPD_QA | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/HDFS-Commands | HDFS-Commands | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/Watcher_Logs | Watcher_Logs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/QA/Watcher_Restart | Watcher_Restart | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/OPS_SELF_SERVICE_PIPELINES/Unused_Jobs | Unused_Jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/RISANT | RISANT | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Sync_Dags_Plugins | Sync_Dags_Plugins | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/TRINO | TRINO  | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/UAA | UAA | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Validic-DataLoader | Validic-DataLoader | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Validic-DataLoader/Scheduled_Jobs | Scheduled_Jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Framework/Validic-DataLoader/Unused_job | Unused_job | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure | KPD-DAIP-Infrastructure | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/Airflow | Airflow | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/AZCopy | AZCopy | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/ClusterScaling | ClusterScaling | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/Cronjobs | Cronjobs | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/Cronjobs/Content_Loader | Content_Loader | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP | MAIDHCDP | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/ADF | ADF | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/Airflow | Airflow | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/AKV-SYNC | AKV-SYNC | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/Azure-sql-db | Azure-sql-db | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/Cosmos | Cosmos | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance | VM-Maintenance | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance/Airflow | Airflow | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance/Airflow/Archive | Archive | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance/Airflow/Archive/DEV | DEV | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance/Airflow/Archive/PROD | PROD | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance/Airflow/Archive/QA | QA | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance/Automation-WIP | Automation-WIP | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/MAIDHCDP/VM-Maintenance/Automation-WIP/ADLS-List-Files | ADLS-List-Files | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/Neo4j | Neo4j | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/NifiBackupADLS | NifiBackupADLS | class com.cloudbees.hudson.plugins.folder.Folder
KPD-DAIP/KPD-DAIP-Infrastructure/Trino | Trino | class com.cloudbees.hudson.plugins.folder.Folder
KPD-SDA | KPD-SDA | class com.cloudbees.hudson.plugins.folder.Folder
KPD | KPD | class com.cloudbees.hudson.plugins.folder.Folder
KPD/KPorg-Production-Operations | KPorg-Production-Operations | class com.cloudbees.hudson.plugins.folder.Folder
KPD/SDA | SDA | class com.cloudbees.hudson.plugins.folder.Folder
KPD/SOE | SOE | class com.cloudbees.hudson.plugins.folder.Folder
KPD/SOE/botfactory-root-bot | botfactory-root-bot | class com.cloudbees.hudson.plugins.folder.Folder
KPD/SOE/EHPE Bot Service | EHPE Bot Service | class com.cloudbees.hudson.plugins.folder.Folder
KPD/SOE/rxbot | rxbot | class com.cloudbees.hudson.plugins.folder.Folder
KPD/SOE/welcomebot | welcomebot | class com.cloudbees.hudson.plugins.folder.Folder
KPIF-AMT | KPIF-AMT | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange | KPInterchange | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/aks-samples | aks-samples | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/aks-samples/aks-deployment-jobs | aks-deployment-jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/aks-samples/anusha-test-app | anusha-test-app | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/aks-samples/azure-services-delete-jobs | azure-services-delete-jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/aks-samples/azure-services-jobs | azure-services-jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/aks-samples/kpcloudstarter-samples | kpcloudstarter-samples | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Azure-TechnologyIncubation | Azure-TechnologyIncubation | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Jenkins-Shared-Library-Tests | Jenkins-Shared-Library-Tests | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Jenkins-Shared-Library-Tests/autoscaling | autoscaling | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Jenkins-Shared-Library-Tests/Build Tests | Build Tests | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Jenkins-Shared-Library-Tests/Config Tests | Config Tests | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Jenkins-Shared-Library-Tests/Cups Test | Cups Test | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Jenkins-Shared-Library-Tests/Deployment_Tests | Deployment_Tests | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Komal-Work | Komal-Work | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/kp-cloud-nexus-test | kp-cloud-nexus-test | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/kubeops-samples | kubeops-samples | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/kubeops-samples/azure-services-jobs | azure-services-jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/niranjan-test | niranjan-test | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/puni | puni | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/rcare_poc | Receive Care PoC  | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/ReceiveCare | ReceiveCare | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Sahithi Testing | Sahithi Testing | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/Sample-Apps-Bmx-Public | Sample-Apps-Bmx-Public | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/smu-public | Smu-public | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/sudhakar | sudhakar | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/test_public_bmx_hardik | test_public_bmx_hardik | class com.cloudbees.hudson.plugins.folder.Folder
KPInterchange/vl-jobs | vl-jobs | class com.cloudbees.hudson.plugins.folder.Folder
KPIT | KPIT | class com.cloudbees.hudson.plugins.folder.Folder
KPMARKETING | KPMARKETING | class com.cloudbees.hudson.plugins.folder.Folder
KPMARKETING/Milkyway2019 | Milkyway2019 | class com.cloudbees.hudson.plugins.folder.Folder
KPMC | KPMCGSU | class com.cloudbees.hudson.plugins.folder.Folder
KPMC_Hyperdrive_Automation | KPMC_Hyperdrive_Automation | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering | Kporg-Platform-Engineering | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/AEM | AEM | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/AEM/AEM Blue Green Deploy | AEM Blue Green Deploy | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Akamai | Akamai | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/AKS | AKS | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Cert Management | Cert Management  | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Cert Management/Development | Development | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Components_Reports | Components_Reports | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Databases | Databases | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Deploy_Jobs | Deploy Jobs | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/F5 | F5 | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/F5/cms-automation | CMS Self-Service | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/F5/develop | develop | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/F5/set-traffic-state | set-traffic-state | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/IHS_Patching | IHS Patching | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Inventory | Inventory | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/KP_Locator | KP Locator | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/PaaS | PaaS | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Utilities | Utilities | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/Vanity-Self-Service | Vanity Self Service | class com.cloudbees.hudson.plugins.folder.Folder
Kporg-Platform-Engineering/WAS_Patching | WAS Patching | class com.cloudbees.hudson.plugins.folder.Folder
kporg-site-transition | kporg-site-transition | class com.cloudbees.hudson.plugins.folder.Folder
kporg-site-transition/DR-Non-Prod | DR-Non-Prod | class com.cloudbees.hudson.plugins.folder.Folder
kporg-site-transition/Non-prod | Non-prod | class com.cloudbees.hudson.plugins.folder.Folder
kporg-site-transition/Prod | Prod | class com.cloudbees.hudson.plugins.folder.Folder
mdw_extract | mdw_extract | class com.cloudbees.hudson.plugins.folder.Folder
mdw_extract/mdw_extract_deploy_services | mdw_extract_deploy_services | class com.cloudbees.hudson.plugins.folder.Folder
mdw_extract/mdw_extract_deploy_services/coba | coba | class com.cloudbees.hudson.plugins.folder.Folder
mdw_extract/mdw_extract_deploy_services/coba/master | master | class com.cloudbees.hudson.plugins.folder.Folder
MSFT | MSFT | class com.cloudbees.hudson.plugins.folder.Folder
MSFT/az-tnt-synapse | az-tnt-synapse | class com.cloudbees.hudson.plugins.folder.Folder
MSFT/az-tnt-synapse/pl-audit-monitor-soln | pl-audit-monitor-soln | class com.cloudbees.hudson.plugins.folder.Folder
MSFT/az-tnt-synapse/pl-deploy-synapse-rls-cls-soln | pl-deploy-synapse-rls-cls-soln | class com.cloudbees.hudson.plugins.folder.Folder
NCAP | NCAP | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az | NCAP-Az | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/AZDF | AZDF | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Azure Deployer | Azure Services Deployer | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Azure Deployer/Azure Data Factory Deployer | Azure Data Factory Deployer | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Azure Deployer/Azure Key Vault Services | Azure Key Vault Services | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Azure Deployer/Azure Key Vault Services/Azure AKV Secrets View | Azure AKV Secrets View | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Azure Deployer/Storage Containers | Storage Containers | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Don't use Azure Data Factory | Don't use Azure Data Factory | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/HCG | HCG | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Liquidbase DBX | ASDLiquidbase | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/NCAP_Synapse_01 | NCAP_Synapse_01 | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/NCAP_Synapse_01/Synapse Branches by Month | Synapse Branches by Month | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Test Data Management | Test Data Management | class com.cloudbees.hudson.plugins.folder.Folder
NCAP/NCAP-Az/Test_Automate | Test_Automate | class com.cloudbees.hudson.plugins.folder.Folder
OCP-Releases | OCP-Releases | class com.cloudbees.hudson.plugins.folder.Folder
OCP-Releases/helm | helm | class com.cloudbees.hudson.plugins.folder.Folder
